198.062011|198.122498|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.06048699999999485|[1e-05, 0.0006919999999865922, 8.900000000267028e-05, 0.02847499999998604, 8.50000000127693e-05, 0.0003010000000074342, 6.799999999884676e-05, 0.0013769999999908578, 8.400000001529406e-05, 0.00032299999998031126, 6.500000000642103e-05, 0.00029000000000678483, 6.399999998052408e-05, 0.0002690000000029613, 6.300000001147055e-05, 0.022421000000008462, 0.00023500000000353793, 0.0009689999999977772, 0.00021399999999971442, 0.0009149999999920055, 0.0002089999999839165, 0.0008730000000127802, 0.00018700000001103945, 0.0021509999999977936]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.091959|198.25387|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1191, 1235, 1235, 1235, 1235, 243, 597, 1235, 1235, 1235, 1235, 243, 1075, 1235, 837, 1235, 1235, 677, 1235, 1235, 1235, 1235, 243, 1075]|0.16191100000000347|[1e-05, 0.0013840000000016062, 0.00035700000000815635, 0.0003359999999759111, 0.0003280000000245309, 0.00022399999997446685, 0.019066000000009353, 0.0036249999999995453, 0.0011739999999917927, 0.0011050000000238924, 0.0010519999999871743, 0.0002920000000017353, 0.0016860000000065156, 0.00040500000000065484, 0.00012999999998442036, 0.1213860000000011, 0.0008559999999988577, 0.0003350000000068576, 0.0027780000000063865, 0.0008239999999943848, 0.0007459999999923639, 0.0008569999999963329, 0.00029299999999921056, 0.0025610000000142463]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.122683|198.254711|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.13202799999999115|[1e-05, 5.000000001587068e-05, 0.00019599999998831663, 0.00011399999999639476, 0.00013200000000779255, 0.1214339999999936, 0.00010199999999827014, 0.000591000000014219, 0.0002869999999859374, 0.00022599999999783904, 0.002583000000015545, 0.0002659999999821139, 0.0005749999999977717, 0.0002479999999991378, 0.0005010000000140735, 0.00025800000000231194, 0.0005060000000014497, 0.00026099999999473766, 0.00031799999999293505, 0.0021990000000187138, 0.0003399999999942338, 0.00046699999998622843, 0.00010199999999827014, 0.0002460000000041873]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.122498|198.254937|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 54, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.13243900000000508|[1e-05, 0.00030899999998723615, 5.600000000072214e-05, 0.09481400000001372, 0.026173000000000002, 0.0003439999999841348, 0.0001650000000097407, 0.000549000000006572, 0.00016199999998889325, 0.002979000000010501, 0.00015099999998824387, 0.0006390000000067175, 0.00016899999999964166, 0.0006529999999997926, 0.00014099999998506973, 0.0006220000000212167, 0.00017499999998449312, 0.002692999999993617, 0.00013700000002359047, 0.0007619999999803895, 6.799999999884676e-05, 0.0002620000000206346, 6.700000000137152e-05, 0.0002819999999985612]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.254754|198.309728|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.05497400000001562|[1e-05, 0.00023900000002186061, 0.00014099999998506973, 0.00016199999998889325, 0.0009080000000096788, 0.0001770000000078653, 0.0003260000000011587, 0.00016700000000469117, 0.00030199999997648774, 0.013994000000025153, 6.8999999996322e-05, 0.0002639999999871634, 6.000000013273166e-06, 0.0001330000000052678, 0.0010729999999909978, 6.999999999379725e-05, 0.00025600000000736145, 0.00010199999999827014, 0.00022799999999278953, 0.00010700000001406806, 0.00024499999997829036, 0.00010700000001406806, 0.00012499999999704414, 0.0007359999999891897]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.254937|198.313331|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.05839399999999273|[1e-05, 0.0010979999999847223, 0.00010900000000901855, 0.00039799999998990643, 8.800000000519503e-05, 0.00038000000000693035, 0.01391799999998966, 6.700000000137152e-05, 0.00031599999999798456, 6.799999999884676e-05, 0.0011800000000050659, 6.8999999996322e-05, 0.00026500000001306034, 6.999999999379725e-05, 0.00025399999998398926, 7.400000001211993e-05, 0.0002729999999928623, 0.00011399999999639476, 0.03762100000000146, 0.0001929999999958909, 0.0007160000000112632, 0.0001770000000078653, 0.0006529999999997926, 0.0001770000000078653]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.254363|198.316283|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1235, 1235, 1235, 403, 915, 1235, 565, 1235, 1235, 163, 1235, 1235, 1235, 1235, 243, 1111, 1235, 1235, 1235, 1235, 243, 1235, 1235, 1191]|0.06191999999998643|[1e-05, 0.00034799999997403575, 0.00035900000000310683, 0.00014800000002423985, 0.0010819999999966967, 0.0005019999999831271, 0.00029700000001753324, 0.013975999999985333, 0.0003719999999987067, 0.00014300000000844193, 0.0011499999999955435, 0.00032500000000368345, 0.00033199999998601015, 0.000388000000015154, 0.0001239999999995689, 0.00029499999999416104, 0.03755200000000514, 0.0008880000000033306, 0.0008349999999950342, 0.0009379999999907795, 0.00010900000000901855, 0.0010690000000010969, 0.0004179999999962547, 0.00017099999999459214]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.311607|198.377687|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.06607999999999947|[1e-05, 0.0003349999999784359, 0.0005580000000122709, 0.00025600000000736145, 0.0005749999999977717, 0.0002570000000048367, 0.0008029999999905613, 0.00010399999999322063, 7.400000001211993e-05, 0.0009489999999914289, 0.0001330000000052678, 0.0002869999999859374, 0.00013500000000021828, 0.00021000000000981345, 0.059169999999994616, 0.00012000000000966793, 0.00023999999999091415, 1.3999999993075107e-05, 0.00107500000001437, 5.0999999984924216e-05, 0.00025600000000736145, 5.1000000013345925e-05, 0.0002230000000054133, 0.00012299999997367195]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.314034|198.383489|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.06945500000000493|[1e-05, 0.00027700000001118497, 0.001069999999998572, 7.899999999949614e-05, 0.00034299999998665953, 7.700000000454565e-05, 0.059351000000020804, 7.899999999949614e-05, 0.00031799999999293505, 6.999999999379725e-05, 0.0010169999999902757, 7.10000000196942e-05, 0.0002460000000041873, 6.499999997799932e-05, 0.00024400000000923683, 6.500000000642103e-05, 0.00028100000000108594, 6.600000000389628e-05, 0.003202999999984968, 0.0002110000000072887, 0.0008520000000089567, 0.00022999999998774, 0.0008860000000083801, 0.00021499999999718966]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.377835|198.40706|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.029224999999996726|[1e-05, 0.00010199999999827014, 0.00028399999999351166, 0.0030910000000119453, 0.00042600000000447835, 0.0006539999999972679, 0.00036899999997785926, 0.0007280000000093878, 0.0003739999999936572, 0.0007620000000088112, 0.0002499999999940883, 0.0002660000000105356, 0.0014569999999878291, 0.00015799999999899228, 0.00030900000001565786, 0.0001539999999806696, 0.00022200000000793807, 0.00011499999999387, 0.014270000000010441, 0.00032300000000873297, 0.00044499999998492967, 0.00035500000001320586, 0.0033679999999947086, 0.00031300000000555883]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.375375|198.442072|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1235, 801, 1235, 1235, 1235, 1235, 243, 1075, 1235, 1235, 1235, 403, 915, 1235, 133, 1235, 287, 1235, 1235, 1235, 1235, 243, 679, 1235]|0.06669700000000489|[1e-05, 0.00038500000002272827, 0.0010899999999764987, 0.00030900000001565786, 0.0003489999999999327, 0.00035299999998983367, 0.00011599999999134525, 0.0035580000000265954, 0.0010819999999966967, 0.0010910000000023956, 0.0010519999999871743, 0.00027700000001118497, 0.001639999999980546, 0.0004640000000222244, 0.0003539999999873089, 0.014349000000009937, 0.0009059999999863066, 0.0036550000000090677, 0.0013339999999857355, 0.0011279999999942447, 0.0016670000000260643, 0.00028399999999351166, 0.000484000000000151, 0.030716999999981454]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.384235|198.442301|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.05806599999999662|[1e-05, 0.0002410000000168111, 0.001956000000006952, 8.799999997677332e-05, 0.00038700000001767876, 8.099999999444663e-05, 0.00033400000000938235, 5.7999999995672624e-05, 0.014190999999982523, 0.00010400000002164234, 0.0006520000000023174, 0.00015699999997309533, 0.0033370000000161326, 0.00023699999999848842, 0.0010019999999997253, 0.0002159999999946649, 0.0010159999999928004, 0.0002110000000072887, 0.0009160000000179025, 0.00018199999999524152, 0.001639999999980546, 0.030602000000016005, 0.00010299999999574538, 0.0002819999999985612]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.407513|198.5076|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.10008700000000204|[1e-05, 0.0003739999999936572, 0.0007610000000113359, 0.00036600000001385524, 0.0014729999999758547, 0.00015700000000151704, 0.00021900000001551234, 0.0005170000000020991, 0.03069199999998773, 5.000000015797923e-06, 0.000275999999985288, 0.0002090000000123382, 0.00036599999998543353, 0.00028399999999351166, 0.0005920000000116943, 0.00019800000001168883, 0.002704999999991742, 0.00018199999999524152, 0.0003370000000018081, 0.00016199999998889325, 0.00023500000000353793, 7.000000010748408e-06, 0.04064600000000951, 0.019195999999993774]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.442301|198.573401|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.13110000000000355|[1e-05, 0.0003310000000169566, 9.499999998752173e-05, 0.000729000000006863, 0.00015700000000151704, 0.0025709999999889988, 0.00022000000001298758, 0.000598999999994021, 9.700000001089393e-05, 0.0003700000000037562, 0.059499999999985675, 0.00022200000000793807, 0.000549000000006572, 0.0013999999999896318, 6.099999998809835e-05, 0.00030399999999985994, 6.500000000642103e-05, 0.0005649999999945976, 0.0001700000000255386, 0.0008069999999804622, 0.00017300000001796434, 0.0012409999999931642, 0.060449000000005526, 0.00021499999999718966]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.5076|198.57856|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.07096000000001368|[1e-05, 0.0005270000000052733, 0.0011369999999999436, 0.0001330000000052678, 0.00023999999999091415, 0.00023999999999091415, 0.0005420000000242453, 0.0005169999999736774, 0.0004550000000165255, 0.00024700000000166256, 0.0002819999999985612, 0.0008679999999969823, 1.1999999998124622e-05, 0.060600999999991245, 0.0002920000000017353, 0.0005250000000103228, 0.0002819999999985612, 0.0005559999999888987, 0.0002620000000206346, 0.0005599999999787997, 0.0015420000000005984, 0.00014400000000591717, 0.0005439999999907741, 0.00032500000000368345]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.442431|198.642241|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1235, 1235, 367, 1235, 1235, 759, 597, 1235, 1233, 1235, 1235, 1235, 1235, 243, 1193, 1235, 1235, 1235, 1313, 1235, 1235, 1273, 1235, 719]|0.1998100000000136|[1e-05, 0.0005800000000135697, 0.0008829999999875326, 0.002881999999999607, 0.0004989999999907013, 0.00028600000001688386, 0.04058699999998794, 0.019203000000004522, 0.0005830000000059954, 0.0014180000000010295, 0.0004019999999798074, 0.0008270000000152322, 0.0009550000000047021, 0.00026800000000548607, 0.0008759999999767842, 0.06078500000000986, 0.0008129999999937354, 0.0009290000000135024, 0.0004959999999982756, 0.0017629999999826396, 0.0008250000000202817, 0.0003370000000018081, 0.06283700000000181, 0.0005749999999977717]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.573858|198.675888|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.10202999999998497|[1e-05, 0.0001699999999971169, 0.0006689999999878182, 0.0001560000000040418, 0.00070999999999799, 0.0015199999999992997, 0.0001469999999983429, 0.0006360000000142918, 0.00013699999999516876, 0.0005570000000147957, 0.06240599999998153, 0.00022699999999531428, 0.0006490000000098917, 0.002240999999997939, 0.0001860000000135642, 0.000579999999985148, 0.00018900000000598993, 0.000637000000011767, 0.000160999999991418, 0.0006300000000010186, 0.000183999999990192, 0.0013450000000148066, 0.00013400000000274304, 0.02757599999998206]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.578706|198.681716|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.10300999999998339|[1e-05, 0.06269299999999589, 0.0003099999999847114, 0.0005320000000210712, 0.0022039999999776683, 0.0002230000000054133, 0.0005730000000028213, 0.00017299999998954263, 0.000614000000012993, 0.0002570000000048367, 0.000556999999986374, 0.00017099999999459214, 0.0002780000000086602, 0.0009530000000097516, 0.00022799999999278953, 0.02768700000001445, 0.00011099999997554733, 0.0006759999999985666, 0.0002920000000017353, 0.00047600000002034903, 0.00019000000000346517, 0.000671999999980244, 0.0025850000000104956, 0.00026099999999473766]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.675888|198.71758|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.04169200000001183|[1e-05, 0.000665000000026339, 0.0001679999999737447, 0.000683000000009315, 0.0001630000000147902, 0.0005629999999996471, 0.002668999999997368, 0.00023699999999848842, 0.0006799999999884676, 8.400000001529406e-05, 0.0006699999999852935, 0.00017099999999459214, 0.024579000000017004, 0.00018499999998766725, 0.0006260000000111177, 0.0034689999999955035, 0.00022799999999278953, 0.0006700000000137152, 0.00021399999999971442, 0.0007420000000024629, 0.0001699999999971169, 0.0007279999999809661, 0.00017100000002301385, 0.003009999999989077]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.644558|198.720474|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1235, 1235, 1235, 1235, 243, 247, 1235, 1235, 1235, 799, 1235, 1235, 327, 1235, 205, 1235, 1235, 1235, 1235, 243, 1075, 1235, 1235, 1235]|0.07591600000000653|[1e-05, 0.0007450000000233103, 0.0007909999999924366, 0.0008159999999861611, 0.0002690000000029613, 0.0011930000000006658, 0.027681999999998652, 0.0009540000000072268, 0.000778999999994312, 0.0006740000000036162, 0.0028470000000027085, 0.0007530000000031123, 0.000870999999989408, 0.024761000000012245, 0.0005040000000064992, 0.0038139999999771135, 0.0008700000000203545, 0.0009489999999914289, 0.0010039999999946758, 0.0002829999999960364, 0.002694000000019514, 0.0008550000000013824, 0.000847999999990634, 0.000844000000000733]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.681917|198.720658|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.03874099999998748|[1e-05, 0.0002780000000086602, 0.0005749999999977717, 0.00027199999999538704, 0.024481000000008635, 0.00029299999999921056, 0.00048799999999005195, 0.003546000000000049, 0.00027399999999033753, 0.0006130000000155178, 0.00031999999998788553, 0.0006270000000085929, 0.00027499999998781277, 0.0005830000000059954, 0.0004090000000189775, 0.00027399999999033753, 0.0024919999999895026, 0.00022599999999783904, 0.0005610000000046966, 0.0002920000000017353, 0.0005570000000147957, 0.0002819999999985612, 0.0005620000000021719, 0.00027699999998276326]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.71758|198.766485|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.04890499999999065|[1e-05, 0.0006429999999966185, 0.00016700000000469117, 0.0006799999999884676, 0.00016600000000721593, 0.0006700000000137152, 0.00017399999998701787, 0.002139999999997144, 0.00019700000001421358, 0.0004679999999837037, 8.200000002034358e-05, 0.00023299999998016574, 9.300000002099296e-05, 0.03617199999999343, 0.00018199999999524152, 0.0022979999999961365, 0.00019199999999841566, 0.0008359999999925094, 0.0001700000000255386, 0.0006709999999827687, 0.00016899999999964166, 0.0006539999999972679, 0.00016899999999964166, 0.0015020000000163236]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.720777|198.773852|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.05307500000000687|[1e-05, 0.0017650000000060118, 0.00022899999999026477, 0.0002819999999985612, 6.8999999996322e-05, 0.00022900000001868648, 0.00012599999999451938, 0.00015099999998824387, 0.0362480000000005, 0.0003070000000207074, 0.00032499999997526174, 0.0018530000000112068, 0.00041500000000382897, 0.0005879999999933716, 0.00023500000000353793, 0.0005820000000085201, 0.00017499999998449312, 0.0005730000000028213, 0.00023100000001363696, 0.0002729999999928623, 0.0012600000000020373, 0.00019399999999336615, 0.0002920000000017353, 0.0065529999999967]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.720658|198.839638|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[403, 915, 1235, 1235, 1037, 1235, 1151, 1235, 1235, 1235, 1235, 243, 1075, 283, 1235, 1235, 1235, 1231, 1235, 1235, 1235, 203, 1235, 637]|0.11898000000002185|[1e-05, 0.0020650000000159707, 0.0003539999999873089, 0.00034300000001508124, 0.00015099999998824387, 0.03638499999999567, 0.0003300000000194814, 0.0021179999999958454, 0.001004999999992151, 0.0008339999999975589, 0.0008180000000095333, 0.0002570000000048367, 0.0014610000000061518, 0.00028099999997266423, 0.006792000000018561, 0.0009320000000059281, 0.0005209999999920001, 0.00019599999998831663, 0.0011120000000062191, 0.0005559999999888987, 0.0005150000000071486, 0.00016700000000469117, 0.06126499999999169, 0.00031300000000555883]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.774086|198.843335|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.06924899999998502|[1e-05, 0.0006039999999813972, 0.00022100000001046283, 0.0003560000000106811, 0.00011199999997302257, 0.00025600000000736145, 0.0009380000000192013, 0.0001719999999920674, 0.0003739999999936572, 0.00018199999999524152, 0.00035700000000815635, 0.0001469999999983429, 0.00011299999999891952, 0.06113899999999717, 0.0002819999999985612, 0.0002990000000124837, 0.0018079999999827123, 0.0001170000000172422, 0.0006329999999934444, 0.00022599999999783904, 0.0005140000000096734, 1.1999999998124622e-05, 0.0002340000000060627, 0.00011899999998377098]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.766485|198.843747|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.07726200000001882|[1e-05, 0.006965000000008104, 0.00017099999999459214, 0.0006480000000124164, 0.0003419999999891843, 0.00041000000001645276, 0.00011799999998629573, 0.0011969999999905667, 0.00010500000001911758, 0.00042799999999942884, 0.00012499999999704414, 0.0004160000000013042, 9.700000001089393e-05, 0.06107299999999327, 0.00024500000000671207, 0.002197999999992817, 0.00014899999999329339, 0.0006309999999984939, 0.0001699999999971169, 0.0006549999999947431, 0.00018300000002113848, 0.00020999999998139174, 7.600000000707041e-05, 0.0005690000000129203]|MAIL_gate_Email_IMAP_filetransfer.pcap
197.852358|198.904497|198.52.200.39|10.0.2.15|TLSv1.2|443|59960|[888, 1140, 1392, 888, 1140, 1392, 345, 597, 1140, 1392, 888, 1140, 1392, 345, 1392, 345, 1140, 597, 1392, 888, 1392, 345, 1140, 1140]|1.0521389999999826|[1e-05, 0.06560399999997912, 0.017338000000023612, 0.04800599999998667, 0.06486899999998741, 0.04265600000002223, 0.022480999999999085, 0.06483799999998041, 0.06483700000001136, 0.027526999999992086, 0.0392140000000154, 0.06511799999998402, 0.02634700000001544, 0.03975299999999038, 0.031847999999996546, 0.033198999999996204, 0.06533300000000963, 0.06885700000000838, 0.03405599999999254, 0.03215499999998883, 0.05227500000000873, 0.01349500000000603, 0.06531200000000581, 0.06570099999999002]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.84345|198.976128|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.13267799999999852|[1e-05, 0.0004000000000132786, 8.800000000519503e-05, 0.00014099999998506973, 0.06083200000000488, 0.00011900000001219269, 0.0006539999999972679, 1.1999999998124622e-05, 0.000549000000006572, 0.00027399999999033753, 0.0005749999999977717, 0.0014380000000073778, 0.0003049999999973352, 0.0005629999999996471, 0.0003059999999948104, 0.0004020000000082291, 0.00023299999998016574, 0.00028800000001183435, 0.06282799999999611, 0.0003030000000023847, 0.0002819999999985612, 0.0012509999999963384, 0.00028600000001688386, 0.0004709999999761294]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.843747|199.243035|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 54, 54, 54, 54]|0.3992879999999843|[1e-05, 0.06074999999998454, 0.00016400000001226545, 0.0005610000000046966, 0.0001560000000040418, 0.0006009999999889715, 0.00015700000000151704, 0.002060999999997648, 0.00014899999999329339, 0.0007610000000113359, 0.0001770000000078653, 0.0005879999999933716, 0.00013699999999516876, 0.06305299999999647, 0.00016899999999964166, 0.0016559999999969932, 0.00017300000001796434, 0.0006559999999922184, 0.00014999999999076863, 0.10182000000000357, 0.0499629999999911, 0.09803300000001514, 0.012246000000004642, 0.0003509999999948832]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.976238|199.383641|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 1310, 1310, 1392, 60, 1474, 1474, 1474, 1474, 1474, 982, 1474, 1474, 1474, 1146, 1474, 1474, 1064, 1310, 60, 1474, 1228, 1474, 1474]|0.4074030000000164|[1e-05, 0.26173700000001077, 0.005085000000008222, 6.19999999855736e-05, 0.009907999999995809, 0.01093500000001768, 2.4999999993724487e-05, 0.039323999999993475, 2.6999999988674972e-05, 0.00012000000000966793, 1.2999999995599865e-05, 0.014652000000012322, 0.039618999999987636, 2.4999999993724487e-05, 7.10000000196942e-05, 0.010875999999996111, 9.800000000836917e-05, 4.500000000007276e-05, 5.3999999977349944e-05, 0.0010220000000060736, 0.013548000000014326, 8.299999998939711e-05, 1.100000000064938e-05, 5.5000000003246896e-05]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.972366|199.434163|198.52.200.39|10.0.2.15|TLSv1.2|443|59960|[1140, 1140, 597, 1392, 1392, 1474, 1474, 1200, 1228, 1474, 1474, 1392, 1474, 1474, 1474, 1064, 1474, 1474, 1474, 1474, 1474, 1474, 1474, 1474]|0.46179700000001844|[1e-05, 0.06598600000000943, 0.0891499999999894, 0.061830000000014707, 0.048217999999991434, 0.0003509999999948832, 0.0051339999999981956, 0.008950999999996156, 0.012065000000006876, 0.0393500000000131, 1.2999999995599865e-05, 0.014431999999999334, 0.00034999999999740794, 1.100000000064938e-05, 4.5999999997548e-05, 1.0000000003174137e-05, 0.039565000000010286, 0.01091299999998796, 6.300000001147055e-05, 6.599999997547457e-05, 0.014639000000016722, 0.00011399999999639476, 0.05050099999999702, 2.599999999119973e-05]|MAIL_gate_Email_IMAP_filetransfer.pcap
199.243073|199.434372|10.0.2.15|198.52.200.39|TCP|59960|443|[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]|0.19129899999998656|[1e-05, 0.0006529999999997926, 0.00878499999998894, 0.011492000000004055, 0.03765400000000341, 0.0016980000000046402, 6.8999999996322e-05, 5.999999999062311e-05, 0.014668000000000347, 6.400000000894579e-05, 5.5000000003246896e-05, 0.039512999999999465, 6.600000000389628e-05, 0.010903999999982261, 6.999999999379725e-05, 5.600000000072214e-05, 0.014641000000011672, 6.500000000642103e-05, 5.5000000003246896e-05, 0.038040999999992664, 0.01248100000000818, 6.799999999884676e-05, 5.3999999977349944e-05, 5.400000000577165e-05]|MAIL_gate_Email_IMAP_filetransfer.pcap
198.841344|199.501865|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1235, 1235, 1235, 1235, 243, 1075, 797, 1235, 1235, 1235, 717, 1235, 1235, 1235, 717, 1235, 123, 1235, 287, 597, 597, 597, 597, 597]|0.660521000000017|[1e-05, 0.0008909999999957563, 0.0006480000000124164, 0.0003330000000119071, 0.00011899999998377098, 0.0005480000000090968, 0.00014099999998506973, 0.060789999999997235, 0.0007140000000163127, 0.0008780000000001564, 0.0004820000000052005, 0.001743000000004713, 0.000916999999986956, 0.0006899999999916417, 0.0002709999999979118, 0.06302700000000527, 0.0003990000000158034, 0.0014209999999934553, 0.0007719999999835636, 0.2766950000000179, 0.11689699999999448, 0.06559999999998922, 0.0028709999999989577, 0.0635249999999985]|MAIL_gate_Email_IMAP_filetransfer.pcap
