80.100221|80.353222|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 799, 1193, 1235, 1235, 1235, 1235, 243, 1075, 1393, 1235, 1235, 1273, 1235, 1235, 1235, 1313, 679]|0.2530009999999976|[1e-05, 0.0005099999999913507, 0.058962000000008175, 0.0025139999999908014, 0.000876000000005206, 0.0008569999999963329, 0.0007880000000000109, 0.00027300000000707314, 0.001658999999989419, 0.0005100000000055616, 0.056875000000005116, 0.0008179999999953225, 0.0006110000000063565, 0.0020529999999894244, 0.000354999999998995, 0.00034200000000339514, 0.0002110000000072887, 0.12460000000000093]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.166533|80.356392|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.18985899999999845|[1e-05, 0.00022599999999783904, 0.0004849999999976262, 0.056734000000005835, 0.0002920000000017353, 0.0005329999999901247, 0.0002649999999988495, 0.0005970000000132814, 0.0019119999999901438, 4.400000000259752e-05, 0.00023199999999690135, 0.00011700000000303135, 0.00022800000000700038, 0.00010299999999574538, 0.00021300000000223918, 0.12470799999999826, 0.0028829999999970823, 0.00011399999999639476]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.224433|80.357536|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.1331029999999913|[1e-05, 0.00016599999999300508, 0.000701000000006502, 0.0020849999999938973, 6.8999999996322e-05, 0.0002420000000000755, 6.600000000389628e-05, 0.0002819999999985612, 7.399999999790907e-05, 0.00024400000000923683, 0.10199599999999975, 0.022498999999996272, 0.0028140000000007603, 0.0001790000000028158, 0.0005419999999958236, 0.0001699999999971169, 0.0006199999999978445, 0.00016700000000469117]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.356666|80.510621|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.1539549999999963|[1e-05, 0.0003419999999891843, 0.0005280000000027485, 0.0002460000000041873, 0.0005840000000034706, 0.00016499999999552983, 0.0004820000000052005, 0.0009589999999946031, 0.00020700000000317686, 0.0003569999999939455, 0.00014500000000339242, 0.14585599999999488, 0.00015799999999899228, 0.0004170000000129903, 0.0002619999999922129, 0.0004820000000052005, 0.002352000000001908, 0.00012699999999199463]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.357957|80.511755|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.15379799999999477|[1e-05, 0.00017499999999870397, 0.001665000000002692, 8.400000000108321e-05, 0.0004670000000004393, 0.00011399999999639476, 0.09384800000000837, 0.05217799999999784, 3.999999989900971e-06, 0.0002840000000077225, 7.300000000043383e-05, 0.000658999999998855, 0.002194000000002916, 0.0002099999999956026, 0.0007090000000005148, 0.00015799999999899228, 0.000686999999999216, 0.0001529999999974052]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.356006|80.635194|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 1235, 1235, 1235, 243, 1075, 447, 1235, 1235, 759, 1235, 1235, 1235, 367, 165, 1235, 1235, 1235]|0.2791880000000049|[1e-05, 0.0008040000000022474, 0.0007870000000025357, 0.0008320000000026084, 0.0002910000000042601, 0.001350999999999658, 0.0005559999999888987, 0.14594800000000419, 0.0006110000000063565, 0.00048799999999005195, 0.0023990000000111422, 0.001004999999992151, 0.0008459999999956835, 0.0007850000000075852, 0.11828799999999262, 0.002527000000000612, 0.0009070000000122036, 0.0007179999999920028]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.511015|80.63673|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.12571499999999958|[1e-05, 0.000286000000002673, 0.00045399999999062857, 0.00027599999999949887, 0.0005810000000110449, 0.00020399999999654028, 0.11829099999999926, 0.00233199999999556, 0.00033400000000938235, 0.00047999999999603915, 0.000286000000002673, 0.0005839999999892598, 7.100000000548334e-05, 0.000286000000002673, 0.0001560000000040418, 9.599999999920783e-05, 0.0008569999999963329, 4.199999999343618e-05]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.512273|80.701183|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.18891000000000702|[1e-05, 0.0001540000000090913, 0.09793399999999508, 0.020390000000006125, 0.0023249999999990223, 0.00017300000000375348, 0.0006989999999973406, 0.00019799999999747797, 0.0008200000000044838, 7.599999999285956e-05, 0.00026200000000642376, 7.80000000020209e-05, 0.0009850000000000136, 6.799999999884676e-05, 0.00029499999999416104, 6.700000000137152e-05, 0.06402799999999331, 0.00017200000000627824]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
79.826951|80.829634|198.52.200.39|10.0.2.15|TLSv1.2|443|36922|[345, 1140, 597, 1140, 1392, 345, 597, 1140, 1392, 345, 597, 597, 1140, 1392, 888, 597, 1140, 597]|1.0026830000000047|[1e-05, 0.1005620000000107, 0.0640679999999918, 0.10363499999999704, 0.040093000000013035, 0.023516999999998234, 0.06360800000000211, 0.0680319999999881, 0.061800000000005184, 0.001976999999996565, 0.06407900000000666, 0.08761799999999198, 0.06455600000001027, 0.05975999999999715, 0.003809000000003948, 0.06570999999999572, 0.0656280000000038, 0.06408299999999656]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.63685|80.894322|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.25747200000000703|[1e-05, 0.00010900000000901855, 0.06422399999999584, 0.0002080000000006521, 0.0006029999999981328, 0.00023000000000195087, 0.0006279999999918573, 0.002200000000001978, 0.0003030000000023847, 0.0005370000000084474, 0.0002959999999916363, 0.000835000000009245, 0.00010999999999228294, 0.0002329999999943766, 0.00010400000000743148, 0.1845830000000035, 0.0018029999999953361, 0.0002020000000015898]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.701655|80.895335|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 54, 1514, 1514, 1514, 1514, 1514]|0.19368000000000052|[1e-05, 0.0001529999999974052, 0.0006730000000061409, 0.0022809999999964248, 0.00018400000000440286, 0.0006899999999916417, 0.00015500000000656655, 0.0007299999999901274, 0.0001560000000040418, 0.0005440000000049849, 6.700000000137152e-05, 0.09505899999999201, 0.02728700000000117, 0.06385500000000377, 0.00016899999999964166, 0.000664000000000442, 0.0001390000000043301, 0.0007109999999954653]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.635506|80.899001|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 243, 1075, 961, 1235, 1235, 245, 1235, 1235, 1235, 881, 1111, 1235, 1235, 1235, 1235, 243, 1075]|0.2634949999999918|[1e-05, 0.00014899999999329339, 0.0008629999999953952, 0.00039500000001169155, 0.06437199999999166, 0.0007860000000050604, 0.0005649999999945976, 0.0025610000000000355, 0.0008380000000016707, 0.001005000000006362, 0.0003519999999923584, 0.1844300000000061, 0.00211699999999837, 0.0008189999999927977, 0.00089900000000398, 0.0006989999999973406, 0.00034499999999582087, 0.002242000000009625]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.894689|80.901467|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.006777999999997064|[1e-05, 0.0002190000000013015, 0.0006690000000020291, 0.0002729999999928623, 0.0006570000000039045, 0.00010299999999574538, 0.0002780000000086602, 0.0021129999999942584, 5.000000000165983e-05, 0.0002539999999982001, 0.00012600000000873024, 0.00024399999999502597, 0.00013099999999610645, 0.00027000000000043656, 8.099999999444663e-05, 9.400000000425734e-05, 0.0009840000000025384, 0.0001469999999983429]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.895335|80.902284|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.006948999999991656|[1e-05, 0.0007140000000021018, 0.0001639999999980546, 0.002223000000000752, 0.00020299999999906504, 0.0004909999999966885, 7.399999999790907e-05, 0.0002980000000007976, 7.499999999538431e-05, 0.0003010000000074342, 7.599999999285956e-05, 0.0011680000000069413, 6.999999999379725e-05, 0.0002750000000020236, 7.100000000548334e-05, 0.0002879999999976235, 6.600000000389628e-05, 0.0003109999999963975]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.901621|80.990124|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.08850299999998867|[1e-05, 7.599999999285956e-05, 0.00024399999999502597, 0.00018599999999935335, 0.00020700000000317686, 0.0001390000000043301, 0.0001529999999974052, 0.00018400000000440286, 0.08059000000000083, 0.0025279999999980873, 0.00029499999999416104, 0.0005160000000046239, 0.0003810000000044056, 0.0006810000000001537, 1.2999999995599865e-05, 0.000641000000001668, 0.00030200000000490945, 0.00021499999999718966]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.899327|80.991042|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 1235, 1235, 403, 915, 1235, 1235, 1235, 563, 1111, 597, 1235, 1235, 1235, 1235, 243, 1075, 1235]|0.09171499999999355|[1e-05, 0.0003700000000037562, 0.00036199999999553256, 0.00014500000000339242, 0.0010960000000039827, 0.00034399999999834563, 0.00037100000000123146, 0.00038800000000094315, 0.00014899999999329339, 0.0001620000000031041, 0.0803939999999983, 0.002884999999992033, 0.0009050000000030423, 0.000729000000006863, 0.0008919999999932315, 0.0002599999999972624, 0.0017190000000084638, 0.00043599999999344163]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.902284|81.402357|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 54, 1514, 1514]|0.5000730000000004|[1e-05, 0.06806500000000426, 0.01516700000000526, 0.00016899999999964166, 0.000750999999993951, 0.0001929999999958909, 0.0006570000000039045, 0.00018200000000945238, 0.0006019999999864467, 0.00017400000000122873, 0.0018799999999998818, 0.0001299999999986312, 0.0004390000000000782, 7.80000000020209e-05, 0.032932000000002404, 0.37715300000000695, 0.0010910000000023956, 0.00015699999998730618]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.990434|81.408974|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 433, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.41854000000000724|[1e-05, 0.00012700000000620548, 0.0002570000000048367, 0.0002239999999886777, 0.0003350000000068576, 0.4092940000000027, 0.0016859999999923048, 0.0002830000000102473, 0.000704999999996403, 0.0002669999999938, 0.00030399999999985994, 0.0024330000000105656, 0.0002909999999900492, 0.0005450000000024602, 0.0002819999999985612, 0.000549000000006572, 0.00025099999999156353, 0.0005610000000046966]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
81.402818|81.414618|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.011800000000008026|[1e-05, 0.00016800000000216642, 0.0029439999999993915, 0.000171000000008803, 0.000736999999986665, 0.00017000000001132776, 0.0007429999999999382, 0.00015799999999899228, 0.0006439999999940937, 0.000171000000008803, 0.003457999999994854, 0.0001330000000052678, 0.0006109999999921456, 0.00013699999999516876, 0.0005840000000034706, 0.00013400000000274304, 0.0005749999999977717, 0.0001469999999983429]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.991261|81.416907|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[837, 1235, 1235, 677, 1235, 1235, 1235, 1235, 243, 597, 1235, 1235, 1235, 1235, 243, 1075, 1235, 1351]|0.4256460000000004|[1e-05, 0.4111780000000067, 0.0009689999999977772, 0.0002999999999957481, 0.0027050000000059526, 0.0009249999999951797, 0.0008230000000111204, 0.0008129999999937354, 0.00026400000000137425, 0.0005110000000030368, 0.0028049999999950614, 0.0007420000000024629, 0.0007140000000021018, 0.0006690000000020291, 0.00036999999998954536, 0.001218000000008601, 0.0004139999999921429, 0.000171000000008803]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
81.409081|81.466267|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.05718600000000151|[1e-05, 0.00026599999999632473, 0.0005150000000071486, 0.0025619999999975107, 0.00024899999999661304, 0.0004940000000033251, 0.0002309999999994261, 0.00048300000000267573, 0.00022799999999278953, 0.0005090000000080863, 0.00016599999999300508, 0.00035599999999647025, 0.0010490000000089594, 0.00014399999999170632, 0.00028100000000108594, 0.0001239999999995689, 0.00016899999999964166, 0.049297000000009916]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
81.415931|81.604581|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 54]|0.18864999999999554|[1e-05, 0.00019000000000346517, 0.00034699999999077136, 7.700000000454565e-05, 0.04924800000000573, 0.00019799999999747797, 0.0006570000000039045, 0.0001699999999971169, 0.0027599999999949887, 0.00015100000000245473, 0.000618000000002894, 9.099999999762076e-05, 0.0006290000000035434, 0.00015899999999646752, 0.000641000000001668, 0.00015700000000151704, 0.09831699999999444, 0.033884999999997945]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
81.466385|81.606208|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.1398229999999927|[1e-05, 0.0006649999999979173, 0.00016899999999964166, 0.0003569999999939455, 0.0023550000000085447, 0.00022299999999120246, 0.0004940000000033251, 0.00022200000000793807, 0.00046499999999127795, 0.0002539999999982001, 0.0005380000000059226, 0.00028399999999351166, 0.00027900000000613545, 0.0012430000000023256, 0.13101600000000246, 0.00016899999999964166, 0.0006389999999925067, 0.0002780000000086602]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
81.466267|81.837617|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 1235, 163, 1235, 1235, 1235, 1235, 243, 1111, 1235, 1235, 1235, 1235, 243, 1235, 1235, 1191, 1235]|0.3713499999999925|[1e-05, 0.0008490000000023201, 0.0002669999999938, 0.002592000000007033, 0.0007109999999954653, 0.0007939999999990732, 0.0008109999999987849, 0.00028899999999509873, 0.0012370000000032633, 0.13119299999999612, 0.0008230000000111204, 0.0008589999999912834, 0.0008970000000090295, 0.00012499999999704414, 0.000876000000005206, 0.00032599999998694784, 0.00012100000000714317, 0.22837099999999566]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
81.604581|81.838202|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 54, 1514, 1514, 1514, 1514]|0.2336209999999994|[1e-05, 0.00016000000000815362, 0.0006609999999938054, 0.0001529999999974052, 0.0006529999999997926, 0.00020600000000570162, 0.0006510000000048421, 0.00015099999998824387, 0.00119000000000824, 7.700000000454565e-05, 0.0002579999999881011, 7.00000000080081e-05, 0.09753499999999349, 0.06400600000000622, 0.06652599999999609, 0.00022599999999783904, 0.0006800000000026785, 0.00019199999999841566]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
81.606614|81.842246|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.2356320000000096|[1e-05, 0.00027900000000613545, 0.0005969999999990705, 0.0001869999999968286, 8.000000001118224e-05, 0.0007719999999977745, 0.00010399999999322063, 0.0002230000000054133, 0.00010299999999574538, 0.00012300000000209366, 0.22825699999999927, 0.00027799999999444935, 0.0005850000000009459, 0.00018300000000692762, 0.0025100000000009004, 0.00019199999999841566, 0.0006120000000038317, 0.00026400000000137425]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
81.840504|81.900661|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.06015700000000379|[1e-05, 0.0001880000000085147, 0.0006959999999907041, 0.00019199999999841566, 0.0006660000000096034, 0.00018000000000029104, 0.0007319999999992888, 0.00020299999999906504, 0.0018960000000021182, 0.050330999999999904, 0.00019100000000094042, 0.0006879999999966913, 0.00015399999999488045, 0.0006400000000041928, 0.00015399999999488045, 0.0008180000000095333, 0.00020899999999812735, 0.0020549999999985857]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
81.842598|81.90206|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.05946200000001056|[1e-05, 0.00026200000000642376, 0.0006209999999953197, 0.0002520000000032496, 0.00026800000000548607, 0.0016529999999903566, 0.05032700000001, 0.00029199999998752446, 0.0005310000000093851, 0.00027000000000043656, 0.0005230000000011614, 0.0002879999999976235, 0.0007769999999993615, 0.00018299999999271677, 0.0020209999999991624, 0.00019800000001168883, 0.0005199999999945248, 0.00027199999999538704]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
80.891334|82.236278|198.52.200.39|10.0.2.15|TLSv1.2|443|36922|[1392, 345, 1392, 1392, 64, 1474, 1474, 1179, 597, 1140, 597, 597, 1140, 1392, 345, 597, 597, 597]|1.3449439999999981|[1e-05, 0.03967699999999752, 0.05168000000000461, 0.03395100000000184, 0.0070329999999927395, 0.37695200000000284, 3.399999999942338e-05, 0.06389400000000478, 0.06590199999999413, 0.07157700000000489, 0.0669240000000002, 0.06375899999999035, 0.10283300000000395, 0.05813799999999958, 0.007192000000003418, 0.10488200000000347, 0.12595799999999713, 0.10368400000000122]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
81.838267|82.241003|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[801, 1235, 1235, 1235, 1235, 243, 165, 1235, 1235, 1235, 881, 1235, 1235, 245, 1235, 287, 1235, 1235]|0.4027360000000044|[1e-05, 0.0026950000000027785, 0.000884999999996694, 0.0009019999999964057, 0.0008800000000093178, 0.00026299999998968815, 0.0016080000000044947, 0.05054599999999709, 0.0008169999999978472, 0.0008190000000070086, 0.0010559999999912861, 0.002217999999999165, 0.000793000000001598, 0.00046600000000296404, 0.33453199999999583, 0.0008030000000047721, 0.0024769999999989523, 0.0007889999999974862]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
81.900661|82.242307|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 54, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.34164599999999723|[1e-05, 0.0006680000000045538, 0.00015399999999488045, 0.0005770000000069331, 0.14028399999999408, 0.12800799999999413, 0.06592600000000459, 0.00016800000000216642, 0.0006759999999985666, 0.00017699999999365446, 0.002311000000005947, 0.0001529999999974052, 0.0006330000000076552, 0.00015399999999488045, 0.0006290000000035434, 0.00017099999999459214, 0.0006369999999975562, 0.00017600000001039007]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
81.902358|82.494216|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.5918579999999878|[1e-05, 0.3342829999999992, 0.0003229999999945221, 0.0005270000000052733, 0.0002389999999934389, 0.00221700000000169, 0.0002690000000029613, 0.0005209999999920001, 0.0002660000000105356, 0.0004599999999896909, 0.00026200000000642376, 0.0005819999999943093, 0.00033600000000433283, 0.00019399999999336615, 0.0010079999999987876, 0.24947600000000136, 0.0002660000000105356, 0.0005899999999883221]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
82.243422|82.558409|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 54, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.3149870000000021|[1e-05, 0.094924000000006, 0.06400599999999201, 0.09056400000000053, 0.00019900000000916407, 0.0006690000000020291, 0.00016799999998795556, 0.0008040000000022474, 0.00016700000000469117, 0.0008219999999994343, 0.00017699999999365446, 0.0019720000000091886, 0.0001549999999923557, 0.0006750000000010914, 0.00016899999999964166, 0.0007530000000031123, 0.05832499999999641, 0.00019100000000094042]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
82.494469|82.563697|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.06922800000000962|[1e-05, 0.0005689999999987094, 0.0004650000000054888, 0.000641000000001668, 0.0002669999999938, 0.0018420000000105574, 0.0002709999999979118, 0.0005039999999922884, 0.0003949999999974807, 0.0006080000000139307, 0.05837799999999049, 0.0002920000000017353, 0.0006549999999947431, 0.002435000000005516, 0.00023699999999848842, 0.0006060000000047694, 0.00035799999999142074, 0.0005300000000119098]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
82.241608|82.564945|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 1235, 243, 679, 1235, 1235, 1235, 367, 1235, 1235, 759, 1235, 1233, 1235, 1235, 1235, 1235, 243]|0.3233369999999951|[1e-05, 0.0008480000000048449, 0.00027199999999538704, 0.0010440000000073724, 0.249613999999994, 0.0008299999999934471, 0.0011700000000018917, 0.0008360000000067203, 0.0021029999999910842, 0.0009140000000087412, 0.0005769999999927222, 0.05865900000000579, 0.0006329999999934444, 0.002729000000002202, 0.0008899999999982811, 0.0009700000000094633, 0.0008409999999940965, 0.00029899999999827287]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
82.558899|82.854234|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 54, 1514, 1514, 1514, 1514, 1514, 1514]|0.29533500000000856|[1e-05, 0.0024750000000040018, 0.00019000000000346517, 0.0006629999999887559, 0.00021000000000981345, 0.0007889999999974862, 0.0001790000000028158, 0.0006949999999932288, 0.00017200000000627824, 0.0016310000000032687, 0.15645899999999813, 0.06399999999999295, 0.06614100000000178, 0.00016800000000216642, 0.0005039999999922884, 0.00015800000001320313, 0.0006360000000000809, 0.00015799999999899228]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
82.563816|82.94044|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.3766239999999925|[1e-05, 0.0005730000000028213, 0.0003430000000008704, 0.00021299999998802832, 0.001300000000000523, 0.05528700000000697, 0.23143500000000472, 1.3999999993075107e-05, 0.00045500000000231466, 0.00024899999999661304, 0.000549000000006572, 0.0003049999999973352, 0.0007839999999958991, 0.002024000000005799, 0.00010199999999827014, 0.0005390000000033979, 0.00023699999999848842, 0.0005659999999920728]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
82.854817|82.949153|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.09433599999999842|[1e-05, 0.0021140000000059445, 0.00016300000000057935, 0.0005499999999898364, 0.00015800000001320313, 0.0007269999999977017, 0.08280999999999494, 0.00017200000000627824, 0.0006339999999909196, 0.002632000000005519, 0.0001719999999920674, 0.0006170000000054188, 0.00016800000000216642, 0.0006120000000038317, 0.00011499999999387, 0.0006429999999966185, 0.00017300000000375348, 0.001733999999999014]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
82.566054|83.055234|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1193, 597, 1235, 1235, 1235, 1313, 1235, 1235, 1273, 1235, 719, 1235, 1235, 1235, 1235, 243, 247, 1235]|0.4891800000000046|[1e-05, 0.05527200000000221, 0.23150100000000862, 0.0007529999999889014, 0.0008560000000130685, 0.0007009999999922911, 0.0021100000000018326, 0.0008009999999956108, 0.0006400000000041928, 0.0830880000000036, 0.0007019999999897664, 0.0027150000000091268, 0.0007849999999933743, 0.0007460000000065747, 0.0007999999999981355, 0.00030200000000490945, 0.0015519999999895617, 0.10564899999999966]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
82.941719|83.056215|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.11449599999998838|[1e-05, 0.0002819999999985612, 0.0006879999999966913, 0.0024470000000036407, 0.00015700000000151704, 0.0006279999999918573, 0.00024100000000260025, 0.0004869999999925767, 0.00027000000000043656, 0.00046400000000801356, 0.0002479999999991378, 0.00034099999999170905, 0.0013620000000003074, 0.00020400000001075114, 0.10541899999999771, 0.0002769999999969741, 0.000572000000005346, 0.00022199999999372722]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
82.949153|83.276468|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 54, 1514]|0.3273149999999987|[1e-05, 0.09319000000000699, 0.01217900000000327, 0.0001719999999920674, 0.0007319999999992888, 0.0001540000000090913, 0.0006349999999883948, 0.00018599999999935335, 0.0005000000000023874, 0.0026770000000055916, 6.999999999379725e-05, 0.00032300000000873297, 6.399999999473494e-05, 0.00027799999999444935, 6.400000000894579e-05, 0.08598700000000292, 0.025455999999991263, 0.10442400000000873]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
83.056651|83.282137|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.22548600000000363|[1e-05, 0.00011599999999134525, 0.0004940000000033251, 0.0025190000000065993, 0.00011999999999545707, 0.00018599999999935335, 0.00012300000000209366, 0.00029499999999416104, 7.400000001211993e-05, 0.21610999999998626, 0.0002570000000048367, 0.00041400000000635373, 0.0027169999999898664, 0.00028100000000108594, 0.0005190000000112605, 0.0002769999999969741, 0.0005340000000018108, 0.00018199999999524152]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
